village.nom,fiche_acheteur.date,fiche_acheteur.collecte_poids1,nombre_sortie_vente
Boringeny,2021-06-22,11,1
Boringeny,2021-06-22,12,1
Boringeny,2021-06-22,13,1
Boringeny,2021-06-28,11,1
Boringeny,2021-06-28,12,1
Boringeny,2021-06-28,13,1
Boringeny,2021-06-28,15,1
Boringeny,2021-06-29,11,1
Boringeny,2021-06-29,12,1
Boringeny,2021-06-29,13,1
Boringeny,2021-06-29,14,1
Boringeny,2021-06-29,15,1
Boringeny,2021-07-05,9,1
Boringeny,2021-07-05,10,1
Boringeny,2021-07-05,10,1
Boringeny,2021-07-05,11,1
Boringeny,2021-07-05,12,1
Boringeny,2021-07-06,10,1
Boringeny,2021-07-06,11,1
Boringeny,2021-07-06,12,1
Boringeny,2021-07-06,13,1
Boringeny,2021-07-06,13,1
Boringeny,2021-07-12,8,1
Boringeny,2021-07-12,9,1
Boringeny,2021-07-12,10,1
Boringeny,2021-07-12,11,1
Boringeny,2021-07-12,12,1
Boringeny,2021-07-13,5,1
Boringeny,2021-07-13,6,1
Boringeny,2021-07-13,7,1
Boringeny,2021-07-13,8,1
Boringeny,2021-07-13,9,1
Boringeny,2021-12-14,2,1
Boringeny,2021-12-14,5,1
Boringeny,2021-12-14,6,1
Boringeny,2021-12-14,6,1
Boringeny,2021-12-14,6,1
Boringeny,2021-12-16,5,1
Boringeny,2021-12-16,9,1
Boringeny,2021-12-16,10,1
Boringeny,2021-12-16,11,1
Boringeny,2021-12-16,17,2
Boringeny,2021-12-20,7,1
Boringeny,2021-12-20,10,1
Boringeny,2021-12-20,11,1
Boringeny,2021-12-20,11,1
Boringeny,2021-12-20,12,2
Boringeny,2022-01-15,3,1
Boringeny,2022-01-15,3,1
Boringeny,2022-01-15,5,1
Boringeny,2022-01-15,6,1
Boringeny,2022-01-15,7,1
Boringeny,2022-01-16,4,1
Boringeny,2022-01-16,9,1
Boringeny,2022-01-16,12,1
Boringeny,2022-01-16,23,1
Boringeny,2022-01-16,23,1
Boringeny,2022-01-17,3,1
Boringeny,2022-01-17,3,1
Boringeny,2022-01-17,9,1
Boringeny,2022-01-17,15,1
Boringeny,2022-01-25,3,1
Boringeny,2022-01-25,3,1
Boringeny,2022-01-25,5,1
Boringeny,2022-01-25,8,2
Boringeny,2022-01-25,9,1
Boringeny,2022-01-26,6,1
Boringeny,2022-01-26,7,1
Boringeny,2022-01-26,9,1
Boringeny,2022-01-26,10,2
Boringeny,2022-01-26,12,1
Boringeny,2022-02-09,3,1
Boringeny,2022-02-09,5,1
Boringeny,2022-02-09,6,1
Boringeny,2022-02-09,7,1
Boringeny,2022-02-09,24,1
Boringeny,2022-02-10,3,1
Boringeny,2022-02-10,5,1
Boringeny,2022-02-10,13,1
Boringeny,2022-02-10,14,1
Boringeny,2022-02-10,18,1
Boringeny,2022-02-11,7,1
Boringeny,2022-02-11,10,1
Boringeny,2022-02-11,10,1
Boringeny,2022-02-11,17,1
Boringeny,2022-02-11,21,2
Boringeny,2022-02-20,4,1
Boringeny,2022-02-20,6,1
Boringeny,2022-02-20,10,1
Boringeny,2022-02-20,10,1
Boringeny,2022-02-20,11,1
Boringeny,2022-02-20,11,1
Boringeny,2022-02-20,12,1
Boringeny,2022-02-20,15,1
Boringeny,2022-02-20,17,1
Boringeny,2022-02-20,17,2
Boringeny,2022-03-01,3,1
Boringeny,2022-03-01,3,1
Boringeny,2022-03-01,3,1
Boringeny,2022-03-01,4,1
Boringeny,2022-03-01,5,1
Boringeny,2022-03-01,6,1
Boringeny,2022-03-01,7,1
Boringeny,2022-03-01,9,2
Boringeny,2022-03-01,10,2
Boringeny,2022-03-01,13,2
Boringeny,2022-03-09,4,1
Boringeny,2022-03-09,8,1
Boringeny,2022-03-09,8,1
Boringeny,2022-03-09,9,1
Boringeny,2022-03-09,10,1
Boringeny,2022-03-09,11,2
Boringeny,2022-03-09,12,1
Boringeny,2022-03-09,13,1
Boringeny,2022-03-09,15,2
Boringeny,2022-03-09,19,2
Boringeny,2022-03-16,3,1
Boringeny,2022-03-16,3,1
Boringeny,2022-03-16,4,1
Boringeny,2022-03-16,4,1
Boringeny,2022-03-16,4,1
Boringeny,2022-03-16,5,1
Boringeny,2022-03-16,5,1
Boringeny,2022-03-16,5,1
Boringeny,2022-03-16,7,1
Boringeny,2022-03-16,8,1
Boringeny,2022-03-16,10,1
Boringeny,2022-03-16,15,1
Boringeny,2022-03-16,15,2
Boringeny,2022-03-16,18,1
Boringeny,2022-03-16,18,2
Boringeny,2022-03-24,2,1
Boringeny,2022-03-24,5,1
Boringeny,2022-03-24,6,1
Boringeny,2022-03-24,6,1
Boringeny,2022-03-24,8,1
Boringeny,2022-03-24,15,2
Boringeny,2022-03-27,4,1
Boringeny,2022-03-27,5,1
Boringeny,2022-03-27,6,1
Boringeny,2022-03-27,9,1
Boringeny,2022-03-30,3,1
Boringeny,2022-03-30,4,1
Boringeny,2022-03-30,4,1
Boringeny,2022-03-30,5,1
Boringeny,2022-03-30,5,1
Boringeny,2022-03-30,6,1
Boringeny,2022-03-30,6,1
Boringeny,2022-03-30,7,1
Boringeny,2022-03-30,9,1
Boringeny,2022-03-30,10,2
Boringeny,2022-04-05,2,1
Boringeny,2022-04-05,4,1
Boringeny,2022-04-05,5,2
Boringeny,2022-04-05,6,1
Boringeny,2022-04-05,7,1
Boringeny,2022-04-11,2,1
Boringeny,2022-04-11,5,1
Boringeny,2022-04-11,5,1
Boringeny,2022-04-11,5,1
Boringeny,2022-04-11,5,1
Boringeny,2022-04-11,6,1
Boringeny,2022-04-11,9,1
Boringeny,2022-04-11,12,1
Boringeny,2022-04-11,13,1
Boringeny,2022-04-11,13,1
Boringeny,2022-04-19,4,1
Boringeny,2022-04-19,5,1
Boringeny,2022-04-19,5,1
Boringeny,2022-04-19,21,2
Boringeny,2022-04-22,3,1
Boringeny,2022-04-22,4,1
Boringeny,2022-04-22,5,1
Boringeny,2022-04-30,3,1
Boringeny,2022-04-30,4,1
Boringeny,2022-04-30,5,1
Boringeny,2022-04-30,6,1
Boringeny,2022-04-30,7,1
Boringeny,2022-04-30,8,1
Boringeny,2022-04-30,8,2
Boringeny,2022-05-05,3,1
Boringeny,2022-05-05,3,1
Boringeny,2022-05-05,4,1
Boringeny,2022-05-05,4,1
Boringeny,2022-05-05,5,1
Boringeny,2022-05-08,2,1
Boringeny,2022-05-08,3,1
Boringeny,2022-05-08,4,1
Boringeny,2022-05-08,8,1
Boringeny,2022-05-08,11,2
Boringeny,2022-05-11,6,1
Boringeny,2022-05-11,7,1
Boringeny,2022-05-11,9,1
Boringeny,2022-05-11,11,1
Boringeny,2022-05-19,4,1
Boringeny,2022-05-19,6,1
Boringeny,2022-05-19,7,1
Boringeny,2022-05-19,8,1
Boringeny,2022-05-19,8,1
Boringeny,2022-05-20,6,1
Boringeny,2022-05-20,9,1
Boringeny,2022-05-20,19,2
Boringeny,2022-05-20,19,2
Boringeny,2022-05-20,23,2
Boringeny,2022-05-25,6,1
Boringeny,2022-05-25,7,1
Boringeny,2022-05-25,8,1
Boringeny,2022-05-25,9,1
Boringeny,2022-05-25,9,1
Boringeny,2022-05-31,3,1
Boringeny,2022-05-31,3,1
Boringeny,2022-05-31,4,1
Boringeny,2022-05-31,5,1
Boringeny,2022-05-31,5,1
Boringeny,2022-06-05,4,1
Boringeny,2022-06-05,4,1
Boringeny,2022-06-05,5,1
Boringeny,2022-06-05,6,1
Boringeny,2022-06-05,7,1
Boringeny,2022-06-15,2,1
Boringeny,2022-06-15,3,1
Boringeny,2022-06-15,3,1
Boringeny,2022-06-15,3,1
Boringeny,2022-06-15,7,2
Efeza,2021-03-01,4.5,1
Efeza,2021-03-01,6.5,1
Efeza,2021-03-01,8,1
Efeza,2021-03-01,8.5,1
Efeza,2021-03-01,12,1
Efeza,2021-03-01,12,1
Efeza,2021-03-02,2,1
Efeza,2021-03-02,4.5,1
Efeza,2021-03-15,3,1
Efeza,2021-03-15,6,1
Efeza,2021-03-22,6.5,1
Efeza,2021-03-22,18,2
Efeza,2021-03-23,6.5,2
Efeza,2021-03-23,6.5,2
Efeza,2021-03-23,11.5,2
Efeza,2021-03-23,11.5,2
Efeza,2021-04-01,4.5,1
Efeza,2021-04-01,8.5,1
Efeza,2021-04-01,13.5,1
Efeza,2021-04-01,16,1
Efeza,2021-04-05,12,1
Efeza,2021-04-05,12,1
Efeza,2021-04-06,2,1
Efeza,2021-04-06,6.5,1
Efeza,2021-04-15,6,1
Efeza,2021-04-15,8,1
Efeza,2021-04-21,2,1
Efeza,2021-04-21,3,1
Efeza,2021-04-21,3.5,1
Efeza,2021-04-21,4.5,1
Efeza,2021-04-22,5,1
Efeza,2021-04-22,18,2
Efeza,2021-04-30,4.5,1
Efeza,2021-04-30,26,2
Efeza,2021-05-16,6,1
Efeza,2021-05-16,6.5,1
Efeza,2021-05-16,12,1
Efeza,2021-05-16,20,2
Efeza,2021-05-18,6,1
Efeza,2021-05-18,6,1
Efeza,2021-05-18,7,2
Efeza,2021-05-18,7,2
Efeza,2021-05-19,12,2
Efeza,2021-05-19,14.5,1
Efeza,2021-05-19,14.5,1
Efeza,2021-06-01,4.5,1
Efeza,2021-06-01,8,2
Efeza,2021-06-02,5,1
Efeza,2021-06-02,5.5,1
Efeza,2021-06-02,7,1
Efeza,2021-06-02,12.5,1
Efeza,2021-06-07,2.5,1
Efeza,2021-06-07,4,1
Efeza,2021-06-07,6,1
Efeza,2021-06-07,6,2
Efeza,2021-06-21,2,1
Efeza,2021-06-21,2.5,1
Efeza,2021-06-22,3.5,4
Efeza,2021-06-22,6,4
Efeza,2021-08-13,2,1
Efeza,2021-08-13,3,1
Efeza,2021-08-13,4,1
Efeza,2021-08-13,15,4
Efeza,2021-08-16,4.5,1
Efeza,2021-08-16,5,1
Efeza,2021-08-17,3,1
Efeza,2021-08-17,5,1
Efeza,2021-08-24,2,1
Efeza,2021-08-24,4.5,1
Kaday,2021-06-14,2,1
Kaday,2021-06-14,3,1
Kaday,2021-06-14,6,1
Kaday,2021-06-14,13,2
Kaday,2021-06-14,20,3
Kaday,2021-06-15,10,1
Kaday,2021-06-15,15,2
Kaday,2021-06-15,15,2
Kaday,2021-06-15,20,4
Kaday,2021-06-15,40,4
Kaday,2021-06-18,7,1
Kaday,2021-06-18,8,1
Kaday,2021-06-18,10,3
Kaday,2021-06-18,12,2
Kaday,2021-06-18,15,2
Kaday,2021-06-19,5,1
Kaday,2021-06-19,6,1
Kaday,2021-06-19,10,2
Kaday,2021-06-19,15,2
Kaday,2021-06-19,18,2
Kaday,2021-08-05,8,1
Kaday,2021-08-05,10,1
Kaday,2021-08-05,11,1
Kaday,2021-08-05,12,2
Kaday,2021-08-05,24,4
Kaday,2021-08-06,11,1
Kaday,2021-08-06,15,3
Kaday,2021-08-06,30,4
Kaday,2021-08-06,40,3
Kaday,2021-08-09,8,1
Kaday,2021-08-09,9,1
Kaday,2021-08-09,10,1
Kaday,2021-08-09,11,2
Kaday,2021-08-09,13,2
Kaday,2021-08-10,10,1
Kaday,2021-08-10,15,2
Kaday,2021-08-10,18,2
Kaday,2021-08-10,18,3
Kaday,2021-08-10,22,3
Kaday,2021-08-16,4,1
Kaday,2021-08-16,5,1
Kaday,2021-08-16,6,1
Kaday,2021-08-16,7,1
Kaday,2021-08-16,8,2
Kaday,2021-08-17,4,1
Kaday,2021-08-17,5,1
Kaday,2021-08-17,6,2
Kaday,2021-08-17,8,2
Kaday,2021-08-17,10,2
Kaday,2021-08-24,8,1
Kaday,2021-08-24,10,1
Kaday,2021-08-24,11,1
Kaday,2021-08-24,13,1
Kaday,2021-08-24,14,1
Kaday,2021-08-30,4,1
Kaday,2021-08-30,7,1
Kaday,2021-08-30,8,1
Kaday,2021-08-30,8,1
Kaday,2021-08-30,12,1
Kaday,2021-09-23,4,1
Kaday,2021-09-23,8,2
Kaday,2021-09-23,12,2
Kaday,2021-09-23,15,2
Kaday,2021-09-23,17,3
Langany,2022-03-02,5,3
Langany,2022-03-02,7,3
Langany,2022-03-02,7,3
Langany,2022-03-02,8,3
Langany,2022-03-02,9,3
Langany,2022-03-02,9,3
Langany,2022-03-02,10,3
Langany,2022-03-02,13,3
Langany,2022-03-02,15,3
Langany,2022-03-02,18,3
Langany,2022-03-05,5,4
Langany,2022-03-05,8,3
Langany,2022-03-05,8,4
Langany,2022-03-05,11,1
Langany,2022-03-05,16,4
Langany,2022-03-05,17,4
Langany,2022-03-05,22,3
Langany,2022-03-05,22,3
Langany,2022-03-05,22,4
Langany,2022-03-05,25,4
Langany,2022-03-10,1,2
Langany,2022-03-10,1,2
Langany,2022-03-10,2,2
Langany,2022-03-10,3,1
Langany,2022-03-10,8,2
Langany,2022-03-10,9,2
Langany,2022-03-10,9,2
Langany,2022-03-10,10,2
Langany,2022-03-10,10,2
Langany,2022-03-10,11,2
Langany,2022-03-16,10,3
Langany,2022-03-16,11,3
Langany,2022-03-16,11,3
Langany,2022-03-16,11,3
Langany,2022-03-16,15,3
Langany,2022-03-16,17,3
Langany,2022-03-16,22,3
Langany,2022-03-16,25,3
Langany,2022-03-16,25,3
Langany,2022-03-16,32,3
Langany,2022-03-20,10,3
Langany,2022-03-20,11,3
Langany,2022-03-20,13,3
Langany,2022-03-20,13,3
Langany,2022-03-20,15,3
Langany,2022-03-20,18,3
Langany,2022-03-20,20,3
Langany,2022-03-20,21,3
Langany,2022-03-20,27,3
Langany,2022-03-20,28,3
Langany,2022-04-03,3,3
Langany,2022-04-03,5,3
Langany,2022-04-03,8,3
Langany,2022-04-03,8,3
Langany,2022-04-03,17,3
Langany,2022-04-03,21,3
Langany,2022-04-03,23,3
Langany,2022-04-03,31,3
Langany,2022-04-03,32,3
Langany,2022-04-03,37,3
Langany,2022-04-07,2,3
Langany,2022-04-07,3,3
Langany,2022-04-07,5,3
Langany,2022-04-07,6,3
Langany,2022-04-07,8,3
Langany,2022-04-07,8,3
Langany,2022-04-07,10,3
Langany,2022-04-07,10,3
Langany,2022-04-07,11,3
Langany,2022-04-07,15,3
Langany,2022-04-13,10,4
Langany,2022-04-13,10,4
Langany,2022-04-13,12,4
Langany,2022-04-13,12,4
Langany,2022-04-13,15,4
Langany,2022-04-13,15,4
Langany,2022-04-13,16,4
Langany,2022-04-13,18,4
Langany,2022-04-13,19,4
Langany,2022-04-13,20,4
Langany,2022-04-19,2,1
Langany,2022-04-19,3,2
Langany,2022-04-19,4,1
Langany,2022-04-19,8,2
Langany,2022-04-19,8,4
Langany,2022-04-19,9,2
Langany,2022-04-19,12,2
Langany,2022-04-19,15,3
Langany,2022-04-19,16,3
Langany,2022-04-19,20,4
Langany,2022-05-04,8,3
Langany,2022-05-04,10,3
Langany,2022-05-04,10,3
Langany,2022-05-04,12,3
Langany,2022-05-04,15,3
Langany,2022-05-04,17,3
Langany,2022-05-04,17,3
Langany,2022-05-04,22,3
Langany,2022-05-04,28,3
Langany,2022-05-04,35,3
Langany,2022-05-11,4,3
Langany,2022-05-11,7,3
Langany,2022-05-11,7,3
Langany,2022-05-11,8,3
Langany,2022-05-11,10,3
Langany,2022-05-11,13,3
Langany,2022-05-11,13,3
Langany,2022-05-11,14,3
Langany,2022-05-11,15,3
Langany,2022-05-11,16,3
Langany,2022-05-18,8,2
Langany,2022-05-18,9,3
Langany,2022-05-18,13,3
Langany,2022-05-18,13,3
Langany,2022-05-18,15,2
Langany,2022-05-18,17,3
Langany,2022-05-18,18,3
Langany,2022-05-18,21,3
Langany,2022-05-18,48,1
Langany,2022-05-18,48,4
Langany,2022-05-25,6,2
Langany,2022-05-25,9,2
Langany,2022-05-25,11,3
Langany,2022-05-25,14,3
Langany,2022-05-25,23,2
Langany,2022-06-01,7,3
Langany,2022-06-01,7,3
Langany,2022-06-01,9,3
Langany,2022-06-01,11,3
Langany,2022-06-01,11,3
Langany,2022-06-01,13,3
Langany,2022-06-01,13,3
Langany,2022-06-01,15,3
Langany,2022-06-01,15,3
Langany,2022-06-01,15,3
Langany,2022-06-01,15,3
Langany,2022-06-01,18,2
Langany,2022-06-01,20,3
Langany,2022-06-01,20,3
Langany,2022-06-01,32,3
Langany,2022-06-07,8,2
Langany,2022-06-07,9,3
Langany,2022-06-07,10,2
Langany,2022-06-07,10,2
Langany,2022-06-07,10,3
Langany,2022-06-07,11,3
Langany,2022-06-07,12,3
Langany,2022-06-07,15,3
Langany,2022-06-07,17,3
Langany,2022-06-13,7,3
Langany,2022-06-13,7,3
Langany,2022-06-13,9,3
Langany,2022-06-13,9,3
Langany,2022-06-13,10,3
Langany,2022-06-13,10,3
Langany,2022-06-13,15,3
Langany,2022-06-13,15,3
Langany,2022-06-13,18,3
Langany,2022-06-13,27,3
Marohata,2021-03-22,2,1
Marohata,2021-03-22,9,1
Marohata,2021-03-22,30,2
Marohata,2021-03-23,8,1
Marohata,2021-03-23,9,1
Marohata,2021-03-23,15,1
Marohata,2021-03-29,2,1
Marohata,2021-03-29,17,1
Marohata,2021-03-30,4.5,1
Marohata,2021-03-30,6,1
Marohata,2021-03-30,7,1
Marohata,2021-03-30,9,1
Marohata,2021-04-05,5,1
Marohata,2021-04-05,7,1
Marohata,2021-04-05,8,1
Marohata,2021-04-05,12,1
Marohata,2021-04-06,13,2
Marohata,2021-04-06,15,1
Marohata,2021-04-12,10,2
Marohata,2021-04-12,12,1
Marohata,2021-04-13,10,1
Marohata,2021-04-13,15,2
Marohata,2021-04-13,18,2
Marohata,2021-04-14,9,1
Marohata,2021-05-21,2,1
Marohata,2021-05-21,2,1
Marohata,2021-05-21,3,1
Marohata,2021-05-21,4,1
Marohata,2021-05-23,5,3
Marohata,2021-05-25,0,1
Marohata,2021-05-26,0,2
Marohata,2021-05-26,1,1
Marohata,2021-05-26,1.5,1
Marohata,2021-05-26,2,1
Marohata,2021-05-26,3.5,4
Marohata,2021-05-26,5,1
Marohata,2021-05-26,5.5,1
Marohata,2021-05-26,7,1
Marohata,2021-05-28,1.5,1
Marohata,2021-05-29,0,1
Marohata,2021-05-31,6,1
Marohata,2021-05-31,7.5,1
Marohata,2021-05-31,7.5,2
Marohata,2021-05-31,10.5,1
Marohata,2021-05-31,12,2
Marohata,2021-05-31,12,2
Marohata,2021-06-01,10,2
Marohata,2021-06-01,13,2
Marohata,2021-06-01,15,2
Marohata,2021-06-01,18,2
Marohata,2021-06-23,5,1
Marohata,2021-06-23,7.5,1
Marohata,2021-06-24,10,2
Marohata,2021-06-24,12,3
Marohata,2021-06-29,6,2
Marohata,2021-06-29,7,1
Marohata,2021-06-30,9,4
Marohata,2021-06-30,10.5,2
Marohata,2021-07-05,3.5,1
Marohata,2021-07-05,3.5,3
Marohata,2021-07-05,5,2
Marohata,2021-07-05,11,2
Marohata,2021-07-06,4,4
Marohata,2021-07-06,8,4
Marohata,2021-07-12,5.5,2
Marohata,2021-07-12,10.5,2
Marohata,2021-07-13,2,1
Marohata,2021-07-13,5.5,2
Marohata,2021-07-26,2,1
Marohata,2021-07-26,6,1
Marohata,2021-07-30,2,2
Marohata,2021-07-30,4,3
Marohata,2021-07-31,1.5,3
Marohata,2021-07-31,2,1
Marohata,2021-08-07,7,1
Marohata,2021-08-07,8,4
Marohata,2021-08-07,11,2
Marohata,2021-08-07,15,3
Marohata,2021-08-16,1.5,4
Marohata,2021-08-16,5.5,2
Marohata,2021-08-17,1.5,1
Marohata,2021-08-17,2,1
Marohata,2021-08-23,3.5,1
Marohata,2021-08-23,4,1
Marohata,2021-08-24,4,1
Marohata,2021-08-24,6,1
Marohata,2021-08-30,2.5,1
Marohata,2021-08-30,3,1
Marohata,2021-08-31,3,1
Marohata,2021-08-31,4,1
Marohata,2021-08-31,4,1
Marohata,2021-08-31,5,1
Marohata,2021-08-31,5,1
Marohata,2021-08-31,6,1
Marohata,2021-08-31,6,1
Marohata,2021-09-06,2.5,1
Marohata,2021-09-06,3,1
Marohata,2021-09-06,3.5,1
Marohata,2021-09-06,4,1
Marohata,2021-09-06,5,1
Marohata,2021-09-14,3,1
Marohata,2021-09-14,4,1
Marohata,2021-09-14,5,1
Marohata,2021-09-14,6,1
Marohata,2021-09-14,9,1
Marohata,2021-09-15,3,1
Marohata,2021-09-15,5,1
Marohata,2021-09-15,6,1
Marohata,2022-03-09,3,1
Marohata,2022-03-09,4,1
Marohata,2022-03-09,5,1
Marohata,2022-03-09,6,1
Marohata,2022-03-09,8,1
Marohata,2022-03-10,1,1
Marohata,2022-03-10,2,1
Marohata,2022-03-10,4,1
Marohata,2022-03-10,6,1
Marohata,2022-03-10,10,1
Marohata,2022-03-11,1,1
Marohata,2022-03-11,3,1
Marohata,2022-03-11,5,1
Marohata,2022-03-11,5,1
Marohata,2022-03-11,6,1
Marohata,2022-03-14,1,1
Marohata,2022-03-14,2,1
Marohata,2022-03-14,2,1
Marohata,2022-03-14,3,1
Marohata,2022-03-14,7,2
Marohata,2022-03-15,1,1
Marohata,2022-03-15,1,1
Marohata,2022-03-15,1.5,1
Marohata,2022-03-15,2,1
Marohata,2022-03-15,4,1
Marohata,2022-03-16,1,1
Marohata,2022-03-16,1,1
Marohata,2022-03-16,1,1
Marohata,2022-03-16,1.5,1
Marohata,2022-03-16,1.5,1
Marohata,2022-03-21,1,1
Marohata,2022-03-21,2.5,1
Marohata,2022-03-21,3,1
Marohata,2022-03-21,3,1
Marohata,2022-03-21,3,1
Marohata,2022-03-22,1.5,1
Marohata,2022-03-22,1.5,1
Marohata,2022-03-22,3,1
Marohata,2022-03-22,3,1
Marohata,2022-03-22,5,1
Marohata,2022-03-23,1,1
Marohata,2022-03-23,1,1
Marohata,2022-03-23,1,1
Marohata,2022-03-23,2,1
Marohata,2022-03-23,2.5,1
Marohata,2022-03-28,0.5,1
Marohata,2022-03-28,1,1
Marohata,2022-03-28,1,1
Marohata,2022-03-28,1,1
Marohata,2022-03-28,3,1
Marohata,2022-03-29,1,1
Marohata,2022-03-29,1,1
Marohata,2022-03-29,2,1
Marohata,2022-03-29,3,1
Marohata,2022-03-29,4,1
Marohata,2022-04-02,0.5,1
Marohata,2022-04-02,1,1
Marohata,2022-04-02,3,1
Marohata,2022-04-02,13,1
Marohata,2022-04-04,1,1
Marohata,2022-04-04,2,1
Marohata,2022-04-04,4,1
Marohata,2022-04-04,8,1
Marohata,2022-04-04,9,1
Marohata,2022-04-05,1,1
Marohata,2022-04-05,1,1
Marohata,2022-04-05,2,1
Marohata,2022-04-05,3,1
Marohata,2022-04-05,5,1
Marohata,2022-04-06,5,1
Marohata,2022-04-07,0.3,1
Marohata,2022-04-07,3,1
Marohata,2022-04-07,7,1
Marohata,2022-04-07,10,1
Marohata,2022-04-11,0.5,1
Marohata,2022-04-11,1,1
Marohata,2022-04-11,1,1
Marohata,2022-04-11,2,1
Marohata,2022-04-11,4,1
Marohata,2022-04-12,0.5,1
Marohata,2022-04-12,2,1
Marohata,2022-04-12,4,1
Marohata,2022-04-12,5,1
Marohata,2022-04-15,0,1
Marohata,2022-04-18,1,1
Marohata,2022-04-18,2,1
Marohata,2022-04-18,3,1
Marohata,2022-04-18,5,1
Marohata,2022-04-18,8,1
Marohata,2022-04-25,1,1
Marohata,2022-04-25,2,1
Marohata,2022-04-25,4,1
Marohata,2022-04-25,6,1
Marohata,2022-04-25,9,1
Marohata,2022-04-30,0.5,1
Marohata,2022-04-30,1,1
Marohata,2022-04-30,2,1
Marohata,2022-04-30,2,1
Marohata,2022-04-30,4,1
Marohata,2022-05-02,1,1
Marohata,2022-05-02,4,1
Marohata,2022-05-02,4,1
Marohata,2022-05-02,9,1
Marohata,2022-05-05,1,1
Marohata,2022-05-05,2,1
Marohata,2022-05-05,2,1
Marohata,2022-05-05,3,1
Marohata,2022-05-05,3,1
Marohata,2022-05-05,7,1
Marohata,2022-05-09,1,1
Marohata,2022-05-09,2,1
Marohata,2022-05-09,3,1
Marohata,2022-05-09,4,1
Marohata,2022-05-09,6,1
Marohata,2022-05-12,0.5,1
Marohata,2022-05-12,1,1
Marohata,2022-05-12,2,1
Marohata,2022-05-12,2,1
Marohata,2022-05-12,3,1
Marohata,2022-05-19,1,1
Marohata,2022-05-19,2,1
Marohata,2022-05-19,4,1
Marohata,2022-05-19,5,1
Marohata,2022-05-19,8,1
Marohata,2022-05-21,0.5,1
Marohata,2022-05-21,1,1
Marohata,2022-05-21,4,1
Marohata,2022-05-21,6,1
Marohata,2022-05-21,7,1
Marohata,2022-05-23,2,1
Marohata,2022-05-23,3,1
Marohata,2022-05-23,4,1
Marohata,2022-05-23,4,1
Marohata,2022-05-23,7,1
Marohata,2022-05-28,1,1
Marohata,2022-05-28,1,1
Marohata,2022-05-28,3,1
Marohata,2022-05-28,3,1
Marohata,2022-05-28,5,1
Marohata,2022-05-31,1,1
Marohata,2022-05-31,2,1
Marohata,2022-05-31,2,1
Marohata,2022-05-31,3,1
Marohata,2022-05-31,4,1
Marohata,2022-06-02,1,1
Marohata,2022-06-02,1,1
Marohata,2022-06-02,2,1
Marohata,2022-06-02,4,1
Marohata,2022-06-02,12,1
Marohata,2022-06-06,2,1
Marohata,2022-06-06,4,1
Marohata,2022-06-06,5,1
Marohata,2022-06-06,7,2
Marohata,2022-06-06,9,2
Marohata,2022-06-09,1.5,1
Marohata,2022-06-09,2,1
Marohata,2022-06-09,2.5,1
Marohata,2022-06-09,3,1
Marohata,2022-06-09,11,1
Marotia,2021-01-02,30,3
Marotia,2021-01-02,50,3
Marotia,2021-01-10,20,3
Marotia,2021-01-10,54,3
Marotia,2021-01-12,20,3
Marotia,2021-01-12,24,3
Marotia,2021-01-15,70,3
Marotia,2021-01-23,21,3
Marotia,2021-01-25,45,3
Marotia,2021-01-27,30,3
Marotia,2021-03-03,30,3
Marotia,2021-03-04,22,3
Marotia,2021-03-04,45,3
Marotia,2021-03-04,52,3
Marotia,2021-03-11,15,1
Marotia,2021-03-11,42,3
Marotia,2021-03-12,38,3
Marotia,2021-03-12,45,3
Marotia,2021-03-12,48,3
Marotia,2021-03-12,50,3
Marotia,2021-03-13,15,2
Marotia,2021-03-13,30,3
Marotia,2021-03-14,10,1
Marotia,2021-03-14,17,2
Marotia,2021-03-15,15,2
Marotia,2021-03-17,7,2
Marotia,2021-03-17,15,2
Marotia,2021-03-22,15,2
Marotia,2021-03-22,20,2
Marotia,2021-03-24,15,3
Marotia,2021-03-25,10,1
Marotia,2021-03-25,40,3
Marotia,2021-04-01,13,2
Marotia,2021-04-01,25,3
Marotia,2021-04-02,18,3
Marotia,2021-04-02,31,3
Marotia,2021-04-05,40,3
Marotia,2021-04-06,15,2
Marotia,2021-04-06,18,2
Marotia,2021-04-07,20,2
Marotia,2021-04-07,29,3
Marotia,2021-04-08,12,2
Marotia,2021-04-08,35,3
Marotia,2021-04-09,38,2
Marotia,2021-04-10,10,2
Marotia,2021-04-10,15,3
Marotia,2021-04-10,20,3
Marotia,2021-04-11,31,2
Marotia,2021-04-12,18,3
Marotia,2021-04-13,35,4
Marotia,2021-04-14,22,2
Marotia,2021-04-18,18,2
Marotia,2021-04-19,10,3
Marotia,2021-04-19,28,2
Marotia,2021-04-21,9,2
Marotia,2021-04-21,12,3
Marotia,2021-04-29,10,2
Marotia,2021-04-29,25,2
Marotia,2021-04-30,10,2
Marotia,2021-04-30,12,3
Marotia,2021-04-30,15,3
Marotia,2021-04-30,20,3
Marotia,2021-05-01,10,2
Marotia,2021-05-01,18,3
Marotia,2021-05-01,20,2
Marotia,2021-05-01,30,3
Marotia,2021-05-02,9,2
Marotia,2021-05-02,20,3
Marotia,2021-05-03,11,3
Marotia,2021-05-04,5,3
Marotia,2021-05-06,12,3
Marotia,2021-05-06,22,2
Marotia,2021-05-09,9,2
Marotia,2021-05-09,10,2
Marotia,2021-05-09,24,3
Marotia,2021-05-09,32,2
