zone_corecrabe.nom;region.nom;district.nom;commune.nom;fokontany.nom;village.nom;fiche_enqueteur.date;fiche_enqueteur.capture_poids;fiche_enqueteur.crabe_consomme_poids;fiche_enqueteur.crabe_consomme_nombre;fiche_enqueteur.collecte_poids1;fiche_enqueteur.collecte_prix1;fiche_enqueteur.collecte_poids2;fiche_enqueteur.collecte_prix2;fiche_enqueteur.marche_local_poids;fiche_enqueteur.marche_local_prix;date_sortie_de_peche1;nombre_sortie_de_peche1;nombre_de_pirogue_sortie_de_peche1;nom_premier_engin1;nombre_premier_engin1;nom_deuxieme_engin1;nombre_deuxieme_engin1;date_sortie_de_peche2;nombre_sortie_de_peche2;nombre_de_pirogue_sortie_de_peche2;nom_premier_engin2;nombre_premier_engin2;nom_deuxieme_engin2;nombre_deuxieme_engin2;date_sortie_de_peche3;nombre_sortie_de_peche3;nombre_de_pirogue_sortie_de_peche3;nom_premier_engin3;nombre_premier_engin3;nom_deuxieme_engin3;nombre_deuxieme_engin3;nombre_sortie_capture
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-14;4;0;5;0;2500;;;4;2000;2022-04-14;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-04-13;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-04-12;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-14;5;0;0;0;2500;;;5;2000;2022-04-14;1;1;Ligne_au_mouillage_(Topitopy);17;;0;2022-04-13;0;0;;0;;0;2022-04-12;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-14;6;0;0;0;2500;;;6;2000;2022-04-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-12;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-14;6;0;0;0;2500;;;6;2000;2022-04-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-12;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-14;6;0;0;0;2500;;;6;2000;2022-04-14;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-04-13;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-04-12;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-14;10;0;0;0;2500;;;10;2000;2022-04-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-14;12;0;0;0;2500;;;12;2000;2022-04-14;1;0;Balance_(Garigary,_Kiriry);8;;0;2022-04-13;0;0;;0;;0;2022-04-12;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-15;5;0;0;0;2500;;;5;2000;2022-04-15;1;1;Ligne_au_mouillage_(Topitopy);17;;0;2022-04-14;1;1;Ligne_au_mouillage_(Topitopy);17;;0;2022-04-13;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-15;5;0;0;0;2500;;;5;2000;2022-04-15;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-14;1;1;Ligne_au_mouillage_(Topitopy);19;;0;2022-04-13;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-15;6;0;0;0;2500;;;6;2000;2022-04-15;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-14;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-16;3;0;0;0;2500;;;3;2000;2022-04-16;1;1;Ligne_au_mouillage_(Topitopy);13;;0;2022-04-15;0;0;;0;;0;2022-04-14;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-16;4;0;0;0;2500;;;4;2000;2022-04-16;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-04-15;0;0;;0;;0;2022-04-14;1;1;Balance_(Garigary,_Kiriry);4;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-16;6;0;0;0;2500;;;6;2000;2022-04-16;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-04-15;0;0;;0;;0;2022-04-14;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-17;3;0;0;0;2500;;;3;2000;2022-04-17;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-16;0;0;;0;;0;2022-04-15;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-17;5;0;0;0;2500;;;5;2000;2022-04-17;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-04-16;0;0;;0;;0;2022-04-15;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-17;6;0;0;0;2500;;;6;2000;2022-04-17;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-16;0;0;;0;;0;2022-04-15;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-17;7;0;0;0;2500;;;7;2000;2022-04-17;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-04-16;1;1;Ligne_au_mouillage_(Topitopy);17;;0;2022-04-15;1;1;Ligne_au_mouillage_(Topitopy);17;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-19;3;0;0;0;2500;;;3;2000;2022-04-19;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-04-18;0;0;;0;;0;2022-04-17;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-19;4;0;0;0;2500;;;4;2000;2022-04-19;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-18;0;0;;0;;0;2022-04-17;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-19;4;0;0;0;2500;;;4;2500;2022-04-19;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-18;0;0;;0;;0;2022-04-17;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-19;5.5;0;0;0;2500;;;5.5;2000;2022-04-19;1;1;Ligne_au_mouillage_(Topitopy);15;;0;2022-04-18;0;0;;0;;0;2022-04-17;1;1;Ligne_au_mouillage_(Topitopy);17;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-19;6;0;0;0;2500;;;6;2000;2022-04-19;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-18;0;0;;0;;0;2022-04-17;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-19;7;0;0;0;2500;;;7;2000;2022-04-19;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-18;0;0;;0;;0;2022-04-17;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-20;5;0;0;0;2500;;;5;2000;2022-04-20;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-19;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-18;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-20;6;0;0;0;2500;;;6;2000;2022-04-20;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-19;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-18;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-20;6;0;0;0;2500;;;6;2000;2022-04-20;1;1;Ligne_au_mouillage_(Topitopy);15;;0;2022-04-19;1;1;Ligne_au_mouillage_(Topitopy);15;;0;2022-04-18;0;0;;0;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-20;7;0;0;0;2500;;;7;2000;2022-04-20;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-19;0;0;;0;;0;2022-04-18;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-20;8;0;0;0;2500;;;8;2000;2022-04-20;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-19;0;0;;0;;0;2022-04-18;1;1;Ligne_au_mouillage_(Topitopy);20;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-22;3;0;0;0;2500;;;3;2000;2022-04-22;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-21;0;0;;0;;0;2022-04-20;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-22;6;0;0;0;2500;;;6;2000;2022-04-22;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-21;0;0;;0;;0;2022-04-20;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-22;6;0;0;0;2500;;;6;2000;2022-04-22;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-21;0;0;;0;;0;2022-04-20;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-22;7;0;0;0;2500;;;7;2000;2022-04-22;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-21;0;0;;0;;0;2022-04-20;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-23;3;0;0;0;2500;;;3;2000;2022-04-23;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-22;0;0;;0;;0;2022-04-21;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-23;5;0;0;0;2500;;;5;2000;2022-04-23;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-22;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-21;0;0;;0;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-23;6;0;0;0;2500;;;6;2000;2022-04-23;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-22;0;0;;0;;0;2022-04-21;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-23;7;0;0;0;2500;;;7;2000;2022-04-23;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-22;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-21;0;0;;0;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-23;11;0;0;0;2500;;;11;2000;2022-04-23;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-04-22;0;0;;0;;0;2022-04-21;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-24;1;0;0;0;2500;;;1;2000;2022-04-24;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-04-23;0;0;;0;;0;2022-04-22;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-24;3;0;0;0;2500;;;3;2000;2022-04-24;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-23;0;0;;0;;0;2022-04-22;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-24;6;0;0;0;2500;;;6;2000;2022-04-24;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-23;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-22;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-24;7;0;0;0;2500;;;7;2000;2022-04-24;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-23;0;0;;0;;0;2022-04-22;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-24;8;0;0;0;2500;;;8;2000;2022-04-24;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-04-23;0;0;;0;;0;2022-04-22;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-24;8;0;0;0;2500;;;8;2000;2022-04-24;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-23;0;0;;0;;0;2022-04-22;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-25;5;0;0;0;2500;;;5;2000;2022-04-25;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-04-24;0;0;;0;;0;2022-04-23;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-25;9;0;0;0;2500;;;9;2000;2022-04-25;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-24;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-23;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-26;2;0;0;0;2500;;;2;2000;2022-04-26;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-04-25;1;1;Balance_(Garigary,_Kiriry);6;;0;2022-04-24;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-26;6;0;0;0;2500;;;6;2000;2022-04-26;1;1;Ligne_au_mouillage_(Topitopy);13;;0;2022-04-25;0;0;;0;;0;2022-04-24;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-27;7.5;0;0;0;2500;;;7.5;2000;2022-04-27;1;1;Ligne_au_mouillage_(Topitopy);15;;0;2022-04-26;0;0;;0;;0;2022-04-25;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-27;9.5;0;0;0;2500;;;9.5;2000;2022-04-27;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-26;0;0;;0;;0;2022-04-25;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-28;5.5;0;0;0;2500;;;5.5;2000;2022-04-28;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-04-27;0;0;;0;;0;2022-04-26;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-29;4;0;0;0;2500;;;4;2000;2022-04-29;1;1;Ligne_au_mouillage_(Topitopy);20;;0;2022-04-28;1;1;Ligne_au_mouillage_(Topitopy);17;;0;2022-04-27;1;1;Ligne_au_mouillage_(Topitopy);16;;0;3
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-04-29;4.5;0;0;0;2500;;;4.5;2000;2022-04-29;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-28;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-27;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;4
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-01;5;0;;0;0;;;5;2000;2022-05-01;1;1;Ligne_au_mouillage_(Topitopy);10;;0;2022-04-30;0;0;;0;;0;2022-04-29;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-01;5.5;0;;0;0;;;5.5;2000;2022-05-01;1;1;Ligne_au_mouillage_(Topitopy);12;;0;2022-04-30;1;1;Ligne_au_mouillage_(Topitopy);13;;0;2022-04-29;1;1;Ligne_au_mouillage_(Topitopy);13;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-01;6.5;0;;6.5;2000;;;0;0;2022-05-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-30;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-29;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-01;7;0;;0;0;;;7;2000;2022-05-01;1;1;Ligne_au_mouillage_(Topitopy);15;;0;2022-04-30;1;1;Ligne_au_mouillage_(Topitopy);15;;0;2022-04-29;1;1;Ligne_au_mouillage_(Topitopy);15;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-02;5;0;;0;0;;;5;2000;2022-05-02;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-30;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-02;7.5;0;;0;0;;;7.5;2000;2022-05-02;1;1;Ligne_au_mouillage_(Topitopy);15;;0;2022-05-01;0;0;;0;;0;2022-04-30;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-02;8.5;0;;0;0;;;8.5;2000;2022-05-02;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-04-30;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-02;8.5;0;;0;0;;;8.5;2000;2022-05-02;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-05-01;0;0;;0;;0;2022-04-30;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-03;5.5;0;;0;0;;;5.5;2000;2022-05-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-02;0;0;;0;;0;2022-05-01;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-03;8;0;;0;0;;;8;2000;2022-05-03;1;1;Balance_(Garigary,_Kiriry);10;;0;2022-05-02;0;0;;0;;0;2022-05-01;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-05;5.5;0;;0;0;;;5.5;2000;2022-05-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-04;0;0;;0;;0;2022-05-03;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-05;9;0;;0;0;;;9;2000;2022-05-05;1;1;Ligne_au_mouillage_(Topitopy);15;;0;2022-05-04;0;0;;0;;0;2022-05-03;1;1;Ligne_au_mouillage_(Topitopy);17;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-05;12;0;;0;0;;;12;2000;2022-05-05;1;1;Ligne_au_mouillage_(Topitopy);13;;0;2022-05-04;1;1;Ligne_au_mouillage_(Topitopy);13;;0;2022-05-03;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-05;15;0;;0;0;;;15;2000;2022-05-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-04;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-03;0;0;;0;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-06;1;0;;0;0;;;1;2000;2022-05-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-05;0;0;;0;;0;2022-05-04;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-06;5;0;;0;0;;;5;2000;2022-05-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-05;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-04;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-07;4;0;;0;0;;;4;2000;2022-05-07;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-06;0;0;;0;;0;2022-05-05;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-07;5;0;;0;0;;;5;2000;2022-05-07;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-06;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-05;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-09;1.5;0;;0;0;;;1.5;2000;2022-05-09;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-08;0;0;;0;;0;2022-05-07;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-09;4;0;;0;0;;;4;2000;2022-05-09;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-07;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-09;7;0;;0;0;;;7;2000;2022-05-09;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-08;0;0;;0;;0;2022-05-07;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-09;8.5;0;;0;0;;;8.5;2000;2022-05-09;1;0;Ligne_au_mouillage_(Topitopy);20;;0;2022-05-08;0;0;;0;;0;2022-05-07;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-10;1.5;0;;0;0;;;1.5;2000;2022-05-10;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-05-09;0;0;;0;;0;2022-05-08;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-10;3;1;3;0;0;;;2;2000;2022-05-10;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-09;0;0;;0;;0;2022-05-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-10;4;0;;0;0;;;4;2000;2022-05-10;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-09;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-08;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-10;6;0;;0;0;;;6;2000;2022-05-10;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-09;0;0;;0;;0;2022-05-08;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-10;6.5;0;4;0;0;;;6.5;2000;2022-05-10;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-09;0;0;;0;;0;2022-05-08;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-10;6.5;0;;0;0;;;6.5;2000;2022-05-10;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-05-09;0;0;;0;;0;2022-05-08;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-12;5;0;;0;0;;;5;2000;2022-05-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-11;0;0;;0;;0;2022-05-10;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-12;9.5;0;;0;0;;;9.5;2000;2022-05-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-11;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-10;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-13;4;0;;0;0;;;4;2000;2022-05-13;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-12;1;0;Crochet_(Fingavitra,_Kavitry,_Fiavitry);1;;0;2022-05-11;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-13;6.5;0;;0;0;;;6.5;2000;2022-05-13;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-05-12;1;1;Balance_(Garigary,_Kiriry);8;;0;2022-05-11;0;0;;0;;0;1
Ambanja;Diana;Ambilobe;Beramanja;Ankazomahity;Ankazomahity;2022-05-13;6.5;0;;0;0;;;6.5;2000;2022-05-13;1;1;Balance_(Garigary,_Kiriry);4;;0;2022-05-12;0;0;;0;;0;2022-05-11;0;0;;0;;0;1
